clave_emision,anio,unidad_sectorial_agregada,modulo,categoria_ipcc,categoria_nombre,producto_std,metodo_asignacion,unidad_origen_psut,psut_side,psut_block_code,source_record_id,actividad_base_tj,actividad_emisiones_tj,grupo_factor,tratamiento_co2,anio_factor,estado_factor,ef_co2_kg_tj,ef_ch4_kg_tj,ef_n2o_kg_tj,gas_fuente,emision_fuente_kt_gas,co2_directo_kt,co2_biogenico_memo_kt,ch4_kt,n2o_kt,co2e_kt,estado_resultado,clave_notacion,metodo_calculo,fuente_id_actividad,fuente_id_factor,nota
EM|2019|BEV2_00272,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,CRBN,GENERACION_CENTRAL,ENER,Use,E,BEV2_00272,50546.1285,50546.1285,COMB_CRBN,FOSIL,2019,PRX,98300,1,1.5,,,4968.68443155,0,0.0505461285,0.07581919275,4990.19180922675,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro carbón bituminoso*; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas N2O]."
EM|2019|BEV2_00286,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,EOLICA,GENERACION_CENTRAL,ENER,Use,B,BEV2_00286,794.8661,794.8661,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00300,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,GEOE,GENERACION_CENTRAL,ENER,Use,B,BEV2_00300,10815.4893,10815.4893,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00314,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00314,26294.2589,26294.2589,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00315,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,AUTOPRODUCCION,ENER,Use,B,BEV2_00315,96.5622,96.5622,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00341,2019,ENER,COMBUSTION,1.A.1.b,Refinación de petróleo,PETR,TRANSFORMACION_REFINERIA,ENER,Use,E,BEV2_00341,5391.6219,7.51205924,LIQUID_FUELS,FOSIL,2019,OBS,72715.1174595902,2.9999763420396,0.599995268407921,,,0.54624027,0,2.2536E-005,4.5072E-006,0.548065686,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2019|BEV2_00356,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,SOLAR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00356,715.4434,715.4434,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00384,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,DOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00384,110.1576,110.1576,COMB_DOIL,FOSIL,2019,PRX,74100,3,0.6,,,8.16267816,0,0.0003304728,6.609456E-005,8.1894464568,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas N2O]."
EM|2019|BEV2_00398,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,GENERACION_CENTRAL,ENER,Supply,C,BEV2_00398,45989.2874,45989.2874,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00399,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,AUTOPRODUCCION,ENER,Supply,C,BEV2_00399,4708.6564,4708.6564,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00400,2019,ENER,COMBUSTION,1.A.1.c,Fabricación de combustibles sólidos y otras industrias de la energía,ELEC,USO_ENER,ENER,Use,E,BEV2_00400,2831.6778,2831.6778,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00412,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00412,3783.3558,3783.3558,COMB_FOIL,FOSIL,2019,PRX,77400,3,0.6,,,292.83173892,0,0.0113500674,0.00227001348,293.7510943794,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2019|BEV2_00413,2019,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,AUTOPRODUCCION,ENER,Use,E,BEV2_00413,417.2742,417.2742,COMB_FOIL,FOSIL,2019,PRX,77400,3,0.6,,,32.29702308,0,0.0012518226,0.00025036452,32.3984207106,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2019|BEV2_00332,2019,HH,COMBUSTION,1.A.4.b,Residencial,LENA,USO_HH,HH,Use,F,BEV2_00332,286464.8969,286464.8969,BIOMASS,BIOGENICO,2019,OBS,112000.000326674,300.00000035508,4.00000001420321,,,0,32084.0685463806,85.939469171718,1.14585959166872,2709.95792860032,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2019|BEV2_00402,2019,HH,COMBUSTION,1.A.4.b,Residencial,ELEC,USO_HH,HH,Use,F,BEV2_00402,13487.1597,13487.1597,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00444,2019,HH,COMBUSTION,1.A.4.b,Residencial,GLP,USO_HH,HH,Use,F,BEV2_00444,15055.5111,15055.5111,COMB_GLP,FOSIL,2019,PRX,63100,5,0.1,,,950.00275041,0,0.0752775555,0.00150555111,952.50949300815,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2019|BEV2_00458,2019,HH,COMBUSTION,1.A.4.b,Residencial,KER,USO_HH,HH,Use,F,BEV2_00458,156.0566,156.0566,COMB_KER,FOSIL,2019,PRX,71900,10,0.6,,,11.22046954,0,0.001560566,9.363396E-005,11.2889783874,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas N2O]."
EM|2019|BEV2_00376,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,COQUE,USO_IND_BEN,IND_BEN,Use,E,BEV2_00376,15516.2441,15516.2441,COMB_COQUE,FOSIL,2019,PRX,97500,3,0.6,,,1512.83379975,0,0.0465487323,0.00930974646,1516.6042470663,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Coque de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas N2O]."
EM|2019|BEV2_00390,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,DOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00390,6134.8371,6134.8371,COMB_DOIL,FOSIL,2019,PRX,74100,3,0.6,,,454.59142911,0,0.0184045113,0.00368090226,456.0821945253,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas N2O]."
EM|2019|BEV2_00404,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,ELEC,USO_IND_BEN,IND_BEN,Use,E,BEV2_00404,14459.8118,14459.8118,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00418,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,FOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00418,5871.586,5871.586,COMB_FOIL,FOSIL,2019,PRX,77400,3,0.6,,,454.4607564,0,0.017614758,0.0035229516,455.887551798,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas N2O]."
EM|2019|BEV2_00432,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GAS,USO_IND_BEN,IND_BEN,Use,E,BEV2_00432,1342.8653,1342.8653,COMB_GAS,FOSIL,2019,PRX,69300,3,0.6,,,93.06056529,0,0.0040285959,0.00080571918,93.3868815579,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas N2O]."
EM|2019|BEV2_00446,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GLP,USO_IND_BEN,IND_BEN,Use,E,BEV2_00446,3910.5367,3910.5367,COMB_GLP,FOSIL,2019,PRX,63100,1,0.1,,,246.75486577,0,0.0039105367,0.00039105367,246.96799002015,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas N2O]."
EM|2019|BEV2_00460,2019,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,KER,USO_IND_BEN,IND_BEN,Use,E,BEV2_00460,22.3104,22.3104,COMB_KER,FOSIL,2019,PRX,71900,3,0.6,,,1.60411776,0,6.69312E-005,1.338624E-005,1.6095391872,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Otro queroseno; gas N2O]."
EM|2019|GAS_USO_INTERNO_APARENTE_2019,2019,NO_ASIG,COMBUSTION,,Combustión sin asignación sectorial,GAS,USO_ENERGETICO_INTERNO_APARENTE,NO_ASIG,Use,E,GAS_USO_INTERNO_APARENTE_2019,10976.3682,10976.3682,GAS_COMPUESTO_2019,FOSIL,2019,PRX,69300.6378908276,32.2560349097623,3.13396600056169,,,760.669317984595,0,0.354054115841605,0.0343995647484465,779.698717886499,PRX,,ACTIVIDAD_X_FE_PONDERADO_USOS_OBSERVADOS_2019,MEM_BEN,MARN_GTM_BTR1_2024 | UNFCCC_GTM_CRT_2024,"Factor ponderado por los usos observados de GAS en transporte, industria y servicios. IND_BEN: Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas N2O]. SERV: Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas N2O]. TR_BEN: Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=H17+H21; IEF=E17+E21]; CH4: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=I17+I21; IEF=F17+F21]; N2O: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=J17+J21; IEF=G17+G21]."
EM|2019|BEV2_00333,2019,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,LENA,USO_SERV,SERV,Use,E,BEV2_00333,8859.7271,8859.7271,BIOMASS,BIOGENICO,2019,OBS,111999.999940299,300.000000229619,4.00000001836948,,,0,992.289434671067,2.65791813203436,0.0354389085627486,83.8130184660904,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2019|BEV2_00403,2019,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,ELEC,USO_SERV,SERV,Use,E,BEV2_00403,10428.95,10428.95,CERO_DIRECTO,SIN_EMISION_DIRECTA,2019,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2019|BEV2_00431,2019,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GAS,USO_SERV,SERV,Use,E,BEV2_00431,335.7018,335.7018,COMB_GAS,FOSIL,2019,PRX,69300,10,0.6,,,23.26413474,0,0.003357018,0.00020142108,23.4115078302,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas N2O]."
EM|2019|BEV2_00445,2019,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GLP,USO_SERV,SERV,Use,E,BEV2_00445,391.0711,391.0711,COMB_GLP,FOSIL,2019,PRX,63100,5,0.1,,,24.67658641,0,0.0019553555,3.910711E-005,24.74169974815,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2019|BEV2_00459,2019,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,KER,USO_SERV,SERV,Use,E,BEV2_00459,7.4368,7.4368,COMB_KER,FOSIL,2019,PRX,71900,10,0.6,,,0.53470592,0,7.4368E-005,4.46208E-006,0.5379706752,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas N2O]."
EM|2019|BEV2_00387,2019,TR_BEN,COMBUSTION,1.A.3,Transporte,DOIL,USO_TR_BEN,TR_BEN,Use,E,BEV2_00387,70550.7719,70550.7719,COMB_DOIL,FOSIL,2019,OBS,74099.9998848026,3.90000005464308,3.90000005464308,,,5227.81218966273,0,0.275148014265112,0.275148014265112,5308.43055784241,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=H22; IEF=E22]; CH4: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=I22; IEF=F22]; N2O: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=J22; IEF=G22].
EM|2019|BEV2_00429,2019,TR_BEN,COMBUSTION,1.A.3,Transporte,GAS,USO_TR_BEN,TR_BEN,Use,E,BEV2_00429,65525.8772,65525.8772,COMB_GAS,FOSIL,2019,PRX,69300.6542315864,32.9696202454193,3.19887824810137,,,4540.98615905859,0,2.16036328753198,0.209609303262842,4657.02279647414,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=H17+H21; IEF=E17+E21]; CH4: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=I17+I21; IEF=F17+F21]; N2O: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=J17+J21; IEF=G17+G21].
EM|2019|BEV2_00443,2019,TR_BEN,COMBUSTION,1.A.3,Transporte,GLP,USO_TR_BEN,TR_BEN,Use,E,BEV2_00443,195.5065,195.5065,COMB_GLP,FOSIL,2019,OBS,63099.9998444523,62.0000010508572,0.200001010279521,,,12.3364601195894,0,0.0121214032054494,3.91014975162132E-005,12.6862213061838,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=H23; IEF=E23]; CH4: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=I23; IEF=F23]; N2O: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2019-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=J23; IEF=G23].
EM|2019|BEV2_00457,2019,TR_BEN,COMBUSTION,1.A.3,Transporte,KER,USO_TR_BEN,TR_BEN,Use,E,BEV2_00457,4285.1655,4285.1655,COMB_KER,FOSIL,2019,PRX,71500,0.5,2,,,306.38933325,0,0.00214258275,0.008570331,308.720463282,CAL,,ACTIVIDAD_X_FE,MEM_BEN,IPCC_2006_GL,"Origen de factores: CO2: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.4, p. 3.64; fila Jet Kerosene; gas CO2]; CH4: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.5, p. 3.64; fila All fuels; gas CH4]; N2O: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.5, p. 3.64; fila All fuels; gas N2O]."
EM|2019|AGR|3.A|CH4,2019,A,AGRICULTURA,3.A,Fermentación entérica,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.A|CH4,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,CH4,169.219204,0,0,169.219204,0,4738.137712,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.B|CH4,2019,A,AGRICULTURA,3.B,Gestión del estiércol,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.B|CH4,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,CH4,6.01047974,0,0,6.01047974,0,168.29343272,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.B|N2O,2019,A,AGRICULTURA,3.B,Gestión del estiércol,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.B|N2O,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,N2O,0.882510542946683,0,0,0,0.882510542946683,233.865293880871,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.C|CH4,2019,A,AGRICULTURA,3.C,Cultivo de arroz,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.C|CH4,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,CH4,0.76926686298,0,0,0.76926686298,0,21.53947216344,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.D|N2O,2019,A,AGRICULTURA,3.D,Suelos agrícolas,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.D|N2O,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,N2O,4.81720352269603,0,0,0,4.81720352269603,1276.55893351445,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.E|CH4,2019,A,AGRICULTURA,3.E,Quema prescrita de sabanas,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.E|CH4,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,CH4,6.415668081546,0,0,6.415668081546,0,179.638706283288,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.E|N2O,2019,A,AGRICULTURA,3.E,Quema prescrita de sabanas,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.E|N2O,,,AGRICULTURA_CRT,NO_APLICA,2019,OBS,,,,N2O,0.5857783900542,0,0,0,0.5857783900542,155.231273364363,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.F|CH4,2019,A,AGRICULTURA,3.F,Quema de residuos agrícolas en el campo,,TOTAL_SECTOR_MENOS_COMPONENTES,A,,,AGR|2019|3.F|CH4,,,AGRICULTURA_CRT,NO_APLICA,2019,CAL,,,,CH4,4.70600493981749,0,0,4.70600493981749,0,131.76813831489,CAL,,TOTAL_SECTOR_MENOS_COMPONENTES,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
