registro_mapeo,anio,producto,flow_group,lado,bloque,unidad_sectorial,source_record_id,metodo,ajuste,TJ,tipo_STAT,estado_fuente
MAP_0261,2022,KER,Energy products,Use,SD,STAT,STAT_2022_KER,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0262,2022,NOEN,Energy products,Use,E,NO_ASIG,NOEN_APARENTE_2022,USO_NO_ENERGETICO_APARENTE,sin ajuste,2440.9553,,CAL
MAP_0263,2022,PETR,Energy products,Use,SD,STAT,STAT_2022_PETR,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0264,2021,BCANA,Energy products,Supply,C,IND_BEN,BEV2_00729,FRONTERA_BAGAZO_IND,sin ajuste,86957.108,,OK
MAP_0265,2021,BCANA,Energy products,Use,E,ENER,BEV2_00734,GENERACION_CENTRAL,valor absoluto,54674.7145,,OK
MAP_0266,2021,BCANA,Energy products,Use,E,ENER,BEV2_00735,AUTOPRODUCCION,valor absoluto,32282.3935,,OK
MAP_0267,2021,BIOGAS,Energy products,Supply,C,ENER,BEV2_00743,FRONTERA_BIOGAS_ENER,sin ajuste,478.6859,,OK
MAP_0268,2021,BIOGAS,Energy products,Use,E,ENER,BEV2_00748,GENERACION_CENTRAL,valor absoluto,478.6859,,OK
MAP_0269,2021,CRBN,Energy from natural inputs,Supply,A,ENV,BEV2_00757,EXTRACCION_B,sin ajuste,0,,OK
MAP_0270,2021,CRBN,Energy from natural inputs,Use,B,B,BEV2_00757,EXTRACCION_B,sin ajuste,0,,OK
MAP_0271,2021,CRBN,Energy products,Supply,C,B,BEV2_00757,EXTRACCION_B,sin ajuste,0,,OK
MAP_0272,2021,CRBN,Energy products,Supply,D,ROW,BEV2_00758,COMERCIO_EXTERIOR,sin ajuste,65524.8895,,OK
MAP_0273,2021,CRBN,Energy products,Use,G,ACC,BEV2_00760,CAMBIO_EXISTENCIAS,cambio de signo,23746.8063,,OK
MAP_0274,2021,CRBN,Energy products,Use,E,ENER,BEV2_00762,GENERACION_CENTRAL,valor absoluto,40544.5621,,OK
MAP_0275,2021,CRBN,Energy products,Use,E,ENER,BEV2_00763,AUTOPRODUCCION,valor absoluto,1233.5211,,OK
MAP_0276,2021,EOLICA,Energy from natural inputs,Supply,A,ENV,BEV2_00771,INSUMO_NATURAL_RENOVABLE,sin ajuste,1171.0055,,OK
MAP_0277,2021,EOLICA,Energy from natural inputs,Use,B,ENER,BEV2_00776,GENERACION_CENTRAL,valor absoluto,1171.0055,,OK
MAP_0278,2021,GEOE,Energy from natural inputs,Supply,A,ENV,BEV2_00785,INSUMO_NATURAL_RENOVABLE,sin ajuste,11288.9462,,OK
MAP_0279,2021,GEOE,Energy from natural inputs,Use,B,ENER,BEV2_00790,GENERACION_CENTRAL,valor absoluto,11288.9462,,OK
MAP_0280,2021,GN,Energy from natural inputs,Supply,A,ENV,BEV2_00799,EXTRACCION_B,sin ajuste,50.0241,,OK
MAP_0281,2021,GN,Energy from natural inputs,Use,B,B,BEV2_00799,EXTRACCION_B,sin ajuste,50.0241,,OK
MAP_0282,2021,GN,Energy products,Supply,C,B,BEV2_00799,EXTRACCION_B,sin ajuste,50.0241,,OK
MAP_0283,2021,GN,Energy products,Use,E,ENER,BEV2_00804,GENERACION_CENTRAL,valor absoluto,50.0241,,OK
MAP_0284,2021,HYDR,Energy from natural inputs,Supply,A,ENV,BEV2_00813,INSUMO_NATURAL_RENOVABLE,sin ajuste,30466.7104,,OK
MAP_0285,2021,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00818,GENERACION_CENTRAL,valor absoluto,30350.5685,,OK
MAP_0286,2021,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00819,AUTOPRODUCCION,valor absoluto,116.1419,,OK
MAP_0287,2021,LENA,Energy products,Supply,C,A,BEV2_00827,FRONTERA_LENA_A,sin ajuste,313398.372,,OK
MAP_0288,2021,LENA,Energy products,Use,F,HH,BEV2_00836,USO_HH,sin ajuste,303996.3976,,OK
MAP_0289,2021,LENA,Energy products,Use,E,SERV,BEV2_00837,USO_SERV,sin ajuste,9401.9744,,OK
MAP_0290,2021,PETR,Energy from natural inputs,Supply,A,ENV,BEV2_00841,EXTRACCION_B,sin ajuste,13280.1494,,OK
MAP_0291,2021,PETR,Energy from natural inputs,Use,B,B,BEV2_00841,EXTRACCION_B,sin ajuste,13280.1494,,OK
MAP_0292,2021,PETR,Energy products,Supply,C,B,BEV2_00841,EXTRACCION_B,sin ajuste,13280.1494,,OK
MAP_0293,2021,PETR,Energy products,Use,H,ROW,BEV2_00843,COMERCIO_EXTERIOR,sin ajuste,6471.0618,,OK
MAP_0294,2021,PETR,Energy products,Use,G,ACC,BEV2_00844,CAMBIO_EXISTENCIAS,cambio de signo,1942.5735,,OK
MAP_0295,2021,PETR,Energy products,Use,E,ENER,BEV2_00845,TRANSFORMACION_REFINERIA,valor absoluto,4866.5722,,OK
MAP_0296,2021,SOLAR,Energy from natural inputs,Supply,A,ENV,BEV2_00855,INSUMO_NATURAL_RENOVABLE,sin ajuste,782.4327,,OK
MAP_0297,2021,SOLAR,Energy from natural inputs,Use,B,ENER,BEV2_00860,GENERACION_CENTRAL,valor absoluto,782.4327,,OK
MAP_0298,2021,COQUE,Energy products,Supply,D,ROW,BEV2_00870,COMERCIO_EXTERIOR,sin ajuste,15581.839,,OK
MAP_0299,2021,COQUE,Energy products,Use,G,ACC,BEV2_00872,CAMBIO_EXISTENCIAS,cambio de signo,-11.039,,OK
MAP_0300,2021,COQUE,Energy products,Use,E,IND_BEN,BEV2_00880,USO_IND_BEN,sin ajuste,15592.878,,OK
MAP_0301,2021,DOIL,Energy products,Supply,D,ROW,BEV2_00884,COMERCIO_EXTERIOR,sin ajuste,85087.6243,,OK
MAP_0302,2021,DOIL,Energy products,Use,H,ROW,BEV2_00885,COMERCIO_EXTERIOR,sin ajuste,828.8546,,OK
MAP_0303,2021,DOIL,Energy products,Use,G,ACC,BEV2_00886,CAMBIO_EXISTENCIAS,cambio de signo,-1151.2515,,OK
MAP_0304,2021,DOIL,Energy products,Use,E,ENER,BEV2_00888,GENERACION_CENTRAL,valor absoluto,47.7582,,OK
MAP_0305,2021,DOIL,Energy products,Use,E,TR_BEN,BEV2_00891,USO_TR_BEN,sin ajuste,78533.2471,,OK
MAP_0306,2021,DOIL,Energy products,Use,E,IND_BEN,BEV2_00894,USO_IND_BEN,sin ajuste,6828.9578,,OK
MAP_0307,2021,ELEC,Energy products,Supply,D,ROW,BEV2_00898,COMERCIO_EXTERIOR,sin ajuste,4107.2633,,OK
MAP_0308,2021,ELEC,Energy products,Use,H,ROW,BEV2_00899,COMERCIO_EXTERIOR,sin ajuste,4016.5692,,OK
MAP_0309,2021,ELEC,Energy products,Supply,C,ENER,BEV2_00902,GENERACION_CENTRAL,sin ajuste,47888.344,,OK
MAP_0310,2021,ELEC,Energy products,Supply,C,ENER,BEV2_00903,AUTOPRODUCCION,sin ajuste,3906.4697,,OK
MAP_0311,2021,ELEC,Energy products,Use,E,ENER,BEV2_00904,USO_ENER,sin ajuste,3389.554,,OK
MAP_0312,2021,ELEC,Energy products,Use,F,HH,BEV2_00906,USO_HH,sin ajuste,15336.7732,,OK
MAP_0313,2021,ELEC,Energy products,Use,E,SERV,BEV2_00907,USO_SERV,sin ajuste,10818.4524,,OK
MAP_0314,2021,ELEC,Energy products,Use,E,IND_BEN,BEV2_00908,USO_IND_BEN,sin ajuste,16180.269,,OK
MAP_0315,2021,ELEC,Energy products,Use,E,ENER,BEV2_00910,PERDIDAS_TRIPLE,sin ajuste,6160.343,,OK
MAP_0316,2021,ELEC,Energy residuals,Supply,I,ENER,BEV2_00910,PERDIDAS_TRIPLE,sin ajuste,6160.343,,OK
MAP_0317,2021,ELEC,Energy residuals,Use,Q,ENV,BEV2_00910,PERDIDAS_TRIPLE,sin ajuste,6160.343,,OK
MAP_0318,2021,FOIL,Energy products,Supply,D,ROW,BEV2_00912,COMERCIO_EXTERIOR,sin ajuste,9310.9898,,OK
MAP_0319,2021,FOIL,Energy products,Use,G,ACC,BEV2_00914,CAMBIO_EXISTENCIAS,cambio de signo,-291.4296,,OK
MAP_0320,2021,FOIL,Energy products,Use,E,ENER,BEV2_00916,GENERACION_CENTRAL,valor absoluto,2344.4512,,OK
MAP_0321,2021,FOIL,Energy products,Use,E,ENER,BEV2_00917,AUTOPRODUCCION,valor absoluto,67.0474,,OK
MAP_0322,2021,FOIL,Energy products,Use,E,IND_BEN,BEV2_00922,USO_IND_BEN,sin ajuste,7190.8627,,OK
MAP_0323,2021,GAS,Energy products,Supply,D,ROW,BEV2_00926,COMERCIO_EXTERIOR,sin ajuste,89161.1896,,OK
MAP_0324,2021,GAS,Energy products,Use,H,ROW,BEV2_00927,COMERCIO_EXTERIOR,sin ajuste,3045.6601,,OK
MAP_0325,2021,GAS,Energy products,Use,G,ACC,BEV2_00928,CAMBIO_EXISTENCIAS,cambio de signo,1619.3051,,OK
MAP_0326,2021,GAS,Energy products,Use,E,TR_BEN,BEV2_00933,USO_TR_BEN,sin ajuste,82385.3933,,OK
MAP_0327,2021,GAS,Energy products,Use,E,SERV,BEV2_00935,USO_SERV,sin ajuste,422.1546,,OK
MAP_0328,2021,GAS,Energy products,Use,E,IND_BEN,BEV2_00936,USO_IND_BEN,sin ajuste,1688.6184,,OK
MAP_0329,2021,GLP,Energy products,Supply,D,ROW,BEV2_00940,COMERCIO_EXTERIOR,sin ajuste,29019.9623,,OK
MAP_0330,2021,GLP,Energy products,Use,H,ROW,BEV2_00941,COMERCIO_EXTERIOR,sin ajuste,5829.0568,,OK
MAP_0331,2021,GLP,Energy products,Use,G,ACC,BEV2_00942,CAMBIO_EXISTENCIAS,cambio de signo,376.3718,,OK
MAP_0332,2021,GLP,Energy products,Use,E,TR_BEN,BEV2_00947,USO_TR_BEN,sin ajuste,228.1587,,OK
MAP_0333,2021,GLP,Energy products,Use,F,HH,BEV2_00948,USO_HH,sin ajuste,17567.2322,,OK
MAP_0334,2021,GLP,Energy products,Use,E,SERV,BEV2_00949,USO_SERV,sin ajuste,456.3174,,OK
MAP_0335,2021,GLP,Energy products,Use,E,IND_BEN,BEV2_00950,USO_IND_BEN,sin ajuste,4562.9416,,OK
MAP_0336,2021,KER,Energy products,Supply,D,ROW,BEV2_00954,COMERCIO_EXTERIOR,sin ajuste,3482.9788,,OK
MAP_0337,2021,KER,Energy products,Use,H,ROW,BEV2_00955,COMERCIO_EXTERIOR,sin ajuste,97.9566,,OK
MAP_0338,2021,KER,Energy products,Use,G,ACC,BEV2_00956,CAMBIO_EXISTENCIAS,cambio de signo,-71.3468,,OK
MAP_0339,2021,KER,Energy products,Use,E,TR_BEN,BEV2_00961,USO_TR_BEN,sin ajuste,3456.4271,,OK
MAP_0340,2021,NOEN,Energy products,Supply,D,ROW,BEV2_00968,COMERCIO_EXTERIOR,sin ajuste,239.6044,,OK
MAP_0341,2021,NOEN,Energy products,Use,H,ROW,BEV2_00969,COMERCIO_EXTERIOR,sin ajuste,2880.0751,,OK
MAP_0342,2021,NOEN,Energy products,Use,G,ACC,BEV2_00970,CAMBIO_EXISTENCIAS,cambio de signo,-9.7608,,OK
MAP_0343,2021,NOEN,Energy products,Supply,C,ENER,BEV2_00971,TRANSFORMACION_REFINERIA,sin ajuste,4623.1913,,OK
MAP_0344,2021,DOIL,Energy products,Use,SD,STAT,STAT_2021_DOIL,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0345,2021,ELEC,Energy products,Use,SD,STAT,STAT_2021_ELEC,saldo oferta menos uso por producto,discrepancia estadística,0.1162,redondeo,FORMULA
MAP_0346,2021,FOIL,Energy products,Use,SD,STAT,STAT_2021_FOIL,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0347,2021,GAS,Energy products,Use,SD,STAT,STAT_2021_GAS,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0348,2021,GLP,Energy products,Use,SD,STAT,STAT_2021_GLP,saldo oferta menos uso por producto,discrepancia estadística,-0.1162,redondeo,FORMULA
MAP_0349,2021,KER,Energy products,Use,SD,STAT,STAT_2021_KER,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0350,2021,NOEN,Energy products,Use,E,NO_ASIG,NOEN_APARENTE_2021,USO_NO_ENERGETICO_APARENTE,sin ajuste,1992.4814,,CAL
MAP_0351,2021,PETR,Energy products,Use,SD,STAT,STAT_2021_PETR,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0352,2020,BCANA,Energy products,Supply,C,IND_BEN,BEV2_00491,FRONTERA_BAGAZO_IND,sin ajuste,53334.4056,,OK
MAP_0353,2020,BCANA,Energy products,Use,E,ENER,BEV2_00496,GENERACION_CENTRAL,valor absoluto,46712.1095,,OK
MAP_0354,2020,BCANA,Energy products,Use,E,ENER,BEV2_00497,AUTOPRODUCCION,valor absoluto,6622.238,,OK
MAP_0355,2020,BIOGAS,Energy products,Supply,C,ENER,BEV2_00505,FRONTERA_BIOGAS_ENER,sin ajuste,285.3291,,OK
MAP_0356,2020,BIOGAS,Energy products,Use,E,ENER,BEV2_00510,GENERACION_CENTRAL,valor absoluto,285.3291,,OK
MAP_0357,2020,CRBN,Energy from natural inputs,Supply,A,ENV,BEV2_00519,EXTRACCION_B,sin ajuste,0,,OK
MAP_0358,2020,CRBN,Energy from natural inputs,Use,B,B,BEV2_00519,EXTRACCION_B,sin ajuste,0,,OK
MAP_0359,2020,CRBN,Energy products,Supply,C,B,BEV2_00519,EXTRACCION_B,sin ajuste,0,,OK
MAP_0360,2020,CRBN,Energy products,Supply,D,ROW,BEV2_00520,COMERCIO_EXTERIOR,sin ajuste,32260.3155,,OK
MAP_0361,2020,CRBN,Energy products,Use,G,ACC,BEV2_00522,CAMBIO_EXISTENCIAS,cambio de signo,-375.4422,,OK
MAP_0362,2020,CRBN,Energy products,Use,E,ENER,BEV2_00524,GENERACION_CENTRAL,valor absoluto,32635.7577,,OK
MAP_0363,2020,EOLICA,Energy from natural inputs,Supply,A,ENV,BEV2_00533,INSUMO_NATURAL_RENOVABLE,sin ajuste,1141.2002,,OK
MAP_0364,2020,EOLICA,Energy from natural inputs,Use,B,ENER,BEV2_00538,GENERACION_CENTRAL,valor absoluto,1141.2002,,OK
MAP_0365,2020,GEOE,Energy from natural inputs,Supply,A,ENV,BEV2_00547,INSUMO_NATURAL_RENOVABLE,sin ajuste,11732.133,,OK
MAP_0366,2020,GEOE,Energy from natural inputs,Use,B,ENER,BEV2_00552,GENERACION_CENTRAL,valor absoluto,11732.133,,OK
MAP_0367,2020,HYDR,Energy from natural inputs,Supply,A,ENV,BEV2_00561,INSUMO_NATURAL_RENOVABLE,sin ajuste,26669.1201,,OK
MAP_0368,2020,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00566,GENERACION_CENTRAL,valor absoluto,26552.9782,,OK
MAP_0369,2020,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00567,AUTOPRODUCCION,valor absoluto,116.1419,,OK
MAP_0370,2020,LENA,Energy products,Supply,C,A,BEV2_00575,FRONTERA_LENA_A,sin ajuste,304227.287,,OK
MAP_0371,2020,LENA,Energy products,Use,F,HH,BEV2_00584,USO_HH,sin ajuste,295100.4742,,OK
MAP_0372,2020,LENA,Energy products,Use,E,SERV,BEV2_00585,USO_SERV,sin ajuste,9126.8128,,OK
MAP_0373,2020,PETR,Energy from natural inputs,Supply,A,ENV,BEV2_00589,EXTRACCION_B,sin ajuste,16453.6876,,OK
MAP_0374,2020,PETR,Energy from natural inputs,Use,B,B,BEV2_00589,EXTRACCION_B,sin ajuste,16453.6876,,OK
MAP_0375,2020,PETR,Energy products,Supply,C,B,BEV2_00589,EXTRACCION_B,sin ajuste,16453.6876,,OK
MAP_0376,2020,PETR,Energy products,Use,H,ROW,BEV2_00591,COMERCIO_EXTERIOR,sin ajuste,8074.5637,,OK
MAP_0377,2020,PETR,Energy products,Use,G,ACC,BEV2_00592,CAMBIO_EXISTENCIAS,cambio de signo,4314.5641,,OK
MAP_0378,2020,PETR,Energy products,Use,E,ENER,BEV2_00593,TRANSFORMACION_REFINERIA,valor absoluto,4064.5598,,OK
MAP_0379,2020,SOLAR,Energy from natural inputs,Supply,A,ENV,BEV2_00603,INSUMO_NATURAL_RENOVABLE,sin ajuste,799.5141,,OK
MAP_0380,2020,SOLAR,Energy from natural inputs,Use,B,ENER,BEV2_00608,GENERACION_CENTRAL,valor absoluto,799.5141,,OK
MAP_0381,2020,COQUE,Energy products,Supply,D,ROW,BEV2_00618,COMERCIO_EXTERIOR,sin ajuste,16384.8972,,OK
MAP_0382,2020,COQUE,Energy products,Use,G,ACC,BEV2_00620,CAMBIO_EXISTENCIAS,cambio de signo,-647.815,,OK
MAP_0383,2020,COQUE,Energy products,Use,E,IND_BEN,BEV2_00628,USO_IND_BEN,sin ajuste,17032.7703,,OK
MAP_0384,2020,DOIL,Energy products,Supply,D,ROW,BEV2_00632,COMERCIO_EXTERIOR,sin ajuste,69428.7447,,OK
MAP_0385,2020,DOIL,Energy products,Use,H,ROW,BEV2_00633,COMERCIO_EXTERIOR,sin ajuste,280.8554,,OK
MAP_0386,2020,DOIL,Energy products,Use,G,ACC,BEV2_00634,CAMBIO_EXISTENCIAS,cambio de signo,-1440.6476,,OK
MAP_0387,2020,DOIL,Energy products,Use,E,ENER,BEV2_00636,GENERACION_CENTRAL,valor absoluto,122.8815,,OK
MAP_0388,2020,DOIL,Energy products,Use,E,TR_BEN,BEV2_00639,USO_TR_BEN,sin ajuste,64828.4448,,OK
MAP_0389,2020,DOIL,Energy products,Use,E,IND_BEN,BEV2_00642,USO_IND_BEN,sin ajuste,5637.2687,,OK
MAP_0390,2020,ELEC,Energy products,Supply,D,ROW,BEV2_00646,COMERCIO_EXTERIOR,sin ajuste,3904.4362,,OK
MAP_0391,2020,ELEC,Energy products,Use,H,ROW,BEV2_00647,COMERCIO_EXTERIOR,sin ajuste,4161.5868,,OK
MAP_0392,2020,ELEC,Energy products,Supply,C,ENER,BEV2_00650,GENERACION_CENTRAL,sin ajuste,42996.7888,,OK
MAP_0393,2020,ELEC,Energy products,Supply,C,ENER,BEV2_00651,AUTOPRODUCCION,sin ajuste,3091.7334,,OK
MAP_0394,2020,ELEC,Energy products,Use,E,ENER,BEV2_00652,USO_ENER,sin ajuste,2860.7859,,OK
MAP_0395,2020,ELEC,Energy products,Use,F,HH,BEV2_00654,USO_HH,sin ajuste,13727.6937,,OK
MAP_0396,2020,ELEC,Energy products,Use,E,SERV,BEV2_00655,USO_SERV,sin ajuste,10695.7452,,OK
MAP_0397,2020,ELEC,Energy products,Use,E,IND_BEN,BEV2_00656,USO_IND_BEN,sin ajuste,12947.9917,,OK
MAP_0398,2020,ELEC,Energy products,Use,E,ENER,BEV2_00658,PERDIDAS_TRIPLE,sin ajuste,5599.1551,,OK
MAP_0399,2020,ELEC,Energy residuals,Supply,I,ENER,BEV2_00658,PERDIDAS_TRIPLE,sin ajuste,5599.1551,,OK
MAP_0400,2020,ELEC,Energy residuals,Use,Q,ENV,BEV2_00658,PERDIDAS_TRIPLE,sin ajuste,5599.1551,,OK
MAP_0401,2020,FOIL,Energy products,Supply,D,ROW,BEV2_00660,COMERCIO_EXTERIOR,sin ajuste,9003.0017,,OK
MAP_0402,2020,FOIL,Energy products,Use,H,ROW,BEV2_00661,COMERCIO_EXTERIOR,sin ajuste,69.139,,OK
MAP_0403,2020,FOIL,Energy products,Use,G,ACC,BEV2_00662,CAMBIO_EXISTENCIAS,cambio de signo,-85.0003,,OK
MAP_0404,2020,FOIL,Energy products,Use,E,ENER,BEV2_00664,GENERACION_CENTRAL,valor absoluto,2928.5305,,OK
MAP_0405,2020,FOIL,Energy products,Use,E,ENER,BEV2_00665,AUTOPRODUCCION,valor absoluto,417.2742,,OK
MAP_0406,2020,FOIL,Energy products,Use,E,IND_BEN,BEV2_00670,USO_IND_BEN,sin ajuste,5673.0583,,OK
MAP_0407,2020,GAS,Energy products,Supply,D,ROW,BEV2_00674,COMERCIO_EXTERIOR,sin ajuste,72148.2895,,OK
MAP_0408,2020,GAS,Energy products,Use,H,ROW,BEV2_00675,COMERCIO_EXTERIOR,sin ajuste,851.2812,,OK
MAP_0409,2020,GAS,Energy products,Use,G,ACC,BEV2_00676,CAMBIO_EXISTENCIAS,cambio de signo,-979.8565,,OK
MAP_0410,2020,GAS,Energy products,Use,E,TR_BEN,BEV2_00681,USO_TR_BEN,sin ajuste,70471.2911,,OK
MAP_0411,2020,GAS,Energy products,Use,E,SERV,BEV2_00683,USO_SERV,sin ajuste,361.0915,,OK
MAP_0412,2020,GAS,Energy products,Use,E,IND_BEN,BEV2_00684,USO_IND_BEN,sin ajuste,1444.4241,,OK
MAP_0413,2020,GLP,Energy products,Supply,D,ROW,BEV2_00688,COMERCIO_EXTERIOR,sin ajuste,27269.2931,,OK
MAP_0414,2020,GLP,Energy products,Use,H,ROW,BEV2_00689,COMERCIO_EXTERIOR,sin ajuste,5742.0811,,OK
MAP_0415,2020,GLP,Energy products,Use,G,ACC,BEV2_00690,CAMBIO_EXISTENCIAS,cambio de signo,1712.1489,,OK
MAP_0416,2020,GLP,Energy products,Use,E,TR_BEN,BEV2_00695,USO_TR_BEN,sin ajuste,198.1791,,OK
MAP_0417,2020,GLP,Energy products,Use,F,HH,BEV2_00696,USO_HH,sin ajuste,15257.641,,OK
MAP_0418,2020,GLP,Energy products,Use,E,SERV,BEV2_00697,USO_SERV,sin ajuste,396.3001,,OK
MAP_0419,2020,GLP,Energy products,Use,E,IND_BEN,BEV2_00698,USO_IND_BEN,sin ajuste,3963.001,,OK
MAP_0420,2020,KER,Energy products,Supply,D,ROW,BEV2_00702,COMERCIO_EXTERIOR,sin ajuste,2369.7247,,OK
MAP_0421,2020,KER,Energy products,Use,H,ROW,BEV2_00703,COMERCIO_EXTERIOR,sin ajuste,124.4502,,OK
MAP_0422,2020,KER,Energy products,Use,G,ACC,BEV2_00704,CAMBIO_EXISTENCIAS,cambio de signo,178.5994,,OK
MAP_0423,2020,KER,Energy products,Use,E,TR_BEN,BEV2_00709,USO_TR_BEN,sin ajuste,2048.606,,OK
MAP_0424,2020,KER,Energy products,Use,F,HH,BEV2_00710,USO_HH,sin ajuste,15.1641,,OK
MAP_0425,2020,KER,Energy products,Use,E,SERV,BEV2_00711,USO_SERV,sin ajuste,0.6972,,OK
MAP_0426,2020,KER,Energy products,Use,E,IND_BEN,BEV2_00712,USO_IND_BEN,sin ajuste,2.1497,,OK
MAP_0427,2020,NOEN,Energy products,Supply,D,ROW,BEV2_00716,COMERCIO_EXTERIOR,sin ajuste,269.584,,OK
MAP_0428,2020,NOEN,Energy products,Use,H,ROW,BEV2_00717,COMERCIO_EXTERIOR,sin ajuste,2183.8047,,OK
MAP_0429,2020,NOEN,Energy products,Use,G,ACC,BEV2_00718,CAMBIO_EXISTENCIAS,cambio de signo,-14.7574,,OK
MAP_0430,2020,NOEN,Energy products,Supply,C,ENER,BEV2_00719,TRANSFORMACION_REFINERIA,sin ajuste,3861.326,,OK
MAP_0431,2020,BCANA,Energy products,Use,SD,STAT,STAT_2020_BCANA,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0432,2020,COQUE,Energy products,Use,SD,STAT,STAT_2020_COQUE,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0433,2020,DOIL,Energy products,Use,SD,STAT,STAT_2020_DOIL,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0434,2020,GAS,Energy products,Use,SD,STAT,STAT_2020_GAS,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0435,2020,GLP,Energy products,Use,SD,STAT,STAT_2020_GLP,saldo oferta menos uso por producto,discrepancia estadística,-0.0581,redondeo,FORMULA
MAP_0436,2020,KER,Energy products,Use,SD,STAT,STAT_2020_KER,saldo oferta menos uso por producto,discrepancia estadística,0.0581,redondeo,FORMULA
MAP_0437,2020,NOEN,Energy products,Use,E,NO_ASIG,NOEN_APARENTE_2020,USO_NO_ENERGETICO_APARENTE,sin ajuste,1961.8627,,CAL
MAP_0438,2019,BCANA,Energy products,Supply,C,IND_BEN,BEV2_00239,FRONTERA_BAGAZO_IND,sin ajuste,53062.4395,,OK
MAP_0439,2019,BCANA,Energy products,Use,E,ENER,BEV2_00244,GENERACION_CENTRAL,valor absoluto,48577.41,,OK
MAP_0440,2019,BCANA,Energy products,Use,E,ENER,BEV2_00245,AUTOPRODUCCION,valor absoluto,4485.0295,,OK
MAP_0441,2019,BIOGAS,Energy products,Supply,C,ENER,BEV2_00253,FRONTERA_BIOGAS_ENER,sin ajuste,312.7523,,OK
MAP_0442,2019,BIOGAS,Energy products,Use,E,ENER,BEV2_00258,GENERACION_CENTRAL,valor absoluto,293.5793,,OK
MAP_0443,2019,BIOGAS,Energy products,Use,E,ENER,BEV2_00259,AUTOPRODUCCION,valor absoluto,19.173,,OK
MAP_0444,2019,CRBN,Energy from natural inputs,Supply,A,ENV,BEV2_00267,EXTRACCION_B,sin ajuste,0,,OK
MAP_0445,2019,CRBN,Energy from natural inputs,Use,B,B,BEV2_00267,EXTRACCION_B,sin ajuste,0,,OK
MAP_0446,2019,CRBN,Energy products,Supply,C,B,BEV2_00267,EXTRACCION_B,sin ajuste,0,,OK
MAP_0447,2019,CRBN,Energy products,Supply,D,ROW,BEV2_00268,COMERCIO_EXTERIOR,sin ajuste,74480.3073,,OK
MAP_0448,2019,CRBN,Energy products,Use,G,ACC,BEV2_00270,CAMBIO_EXISTENCIAS,cambio de signo,23934.1788,,OK
MAP_0449,2019,CRBN,Energy products,Use,E,ENER,BEV2_00272,GENERACION_CENTRAL,valor absoluto,50546.1285,,OK
MAP_0450,2019,EOLICA,Energy from natural inputs,Supply,A,ENV,BEV2_00281,INSUMO_NATURAL_RENOVABLE,sin ajuste,794.8661,,OK
MAP_0451,2019,EOLICA,Energy from natural inputs,Use,B,ENER,BEV2_00286,GENERACION_CENTRAL,valor absoluto,794.8661,,OK
MAP_0452,2019,GEOE,Energy from natural inputs,Supply,A,ENV,BEV2_00295,INSUMO_NATURAL_RENOVABLE,sin ajuste,10815.4893,,OK
MAP_0453,2019,GEOE,Energy from natural inputs,Use,B,ENER,BEV2_00300,GENERACION_CENTRAL,valor absoluto,10815.4893,,OK
MAP_0454,2019,HYDR,Energy from natural inputs,Supply,A,ENV,BEV2_00309,INSUMO_NATURAL_RENOVABLE,sin ajuste,26390.8211,,OK
MAP_0455,2019,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00314,GENERACION_CENTRAL,valor absoluto,26294.2589,,OK
MAP_0456,2019,HYDR,Energy from natural inputs,Use,B,ENER,BEV2_00315,AUTOPRODUCCION,valor absoluto,96.5622,,OK
MAP_0457,2019,LENA,Energy products,Supply,C,A,BEV2_00323,FRONTERA_LENA_A,sin ajuste,295324.624,,OK
MAP_0458,2019,LENA,Energy products,Use,F,HH,BEV2_00332,USO_HH,sin ajuste,286464.8969,,OK
MAP_0459,2019,LENA,Energy products,Use,E,SERV,BEV2_00333,USO_SERV,sin ajuste,8859.7271,,OK
MAP_0460,2019,PETR,Energy from natural inputs,Supply,A,ENV,BEV2_00337,EXTRACCION_B,sin ajuste,20207.7029,,OK
MAP_0461,2019,PETR,Energy from natural inputs,Use,B,B,BEV2_00337,EXTRACCION_B,sin ajuste,20207.7029,,OK
MAP_0462,2019,PETR,Energy products,Supply,C,B,BEV2_00337,EXTRACCION_B,sin ajuste,20207.7029,,OK
